YEAR_PATH_STARTED,REGION,AGE_GROUP,GENDER,PATH_CATEGORY_NAME,POPULATION,STUDENT_COUNT,STUDENTS_PER_100K_INHABITANTS
2023,Île-de-France,40-44 ans,M,Data,12450849,35,0.28
2025,Provence-Alpes-Côte d'Azur,30-34 ans,M,Data,5241587,14,0.27
2024,Normandie,35-39 ans,F,Data,3341312,3,0.09
2022,Hauts-de-France,40-44 ans,M,Data,5973933,7,0.12
2023,Île-de-France,25-29 ans,M,Data,12450849,60,0.48
2023,Île-de-France,25-29 ans,F,Data,12450849,25,0.20
2023,Île-de-France,30-34 ans,NON_RENSEIGNE,Data,12450849,46,0.37
2024,Auvergne-Rhône-Alpes,35-39 ans,M,Data,8260096,7,0.08
2022,Île-de-France,40-44 ans,F,Data,12450849,34,0.27
2023,Nouvelle-Aquitaine,25-29 ans,M,Data,6191209,10,0.16
2022,Île-de-France,45-49 ans,NON_RENSEIGNE,Data,12450849,23,0.18
2024,Île-de-France,35-39 ans,NON_RENSEIGNE,Data,12450849,11,0.09
2022,Provence-Alpes-Côte d'Azur,25-29 ans,NON_RENSEIGNE,Data,5241587,8,0.15
2023,Île-de-France,45-49 ans,NON_RENSEIGNE,Data,12450849,17,0.14
2025,Provence-Alpes-Côte d'Azur,25-29 ans,M,Data,5241587,10,0.19
2022,Normandie,25-29 ans,NON_RENSEIGNE,Data,3341312,4,0.12
2024,Centre-Val de Loire,25-29 ans,M,Data,2581479,5,0.19
2024,Bretagne,30-34 ans,F,Data,3475895,3,0.09
2022,Centre-Val de Loire,30-34 ans,M,Data,2581479,3,0.12
2022,Île-de-France,50-54 ans,M,Data,12450849,21,0.17
2023,Hauts-de-France,55-59 ans,M,Data,5973933,1,0.02
2023,Île-de-France,60 ans ou plus,NON_RENSEIGNE,Data,12450849,5,0.04
2022,Bretagne,30-34 ans,NON_RENSEIGNE,Data,3475895,5,0.14
2024,Pays de la Loire,25-29 ans,M,Data,3936719,4,0.10
2024,Nouvelle-Aquitaine,45-49 ans,M,Data,6191209,2,0.03
2022,Auvergne-Rhône-Alpes,25-29 ans,M,Data,8260096,8,0.10
2022,Grand Est,35-39 ans,M,Data,5544051,10,0.18
2025,Provence-Alpes-Côte d'Azur,35-39 ans,M,Data,5241587,11,0.21
2022,Île-de-France,25-29 ans,NON_RENSEIGNE,Data,12450849,62,0.50
2025,Île-de-France,35-39 ans,NON_RENSEIGNE,Data,12450849,8,0.06
2022,Île-de-France,60 ans ou plus,M,Data,12450849,10,0.08
2022,Hauts-de-France,35-39 ans,NON_RENSEIGNE,Data,5973933,5,0.08
2022,Auvergne-Rhône-Alpes,60 ans ou plus,NON_RENSEIGNE,Data,8260096,1,0.01
2025,Bretagne,30-34 ans,F,Data,3475895,4,0.12
2024,Île-de-France,30-34 ans,NON_RENSEIGNE,Data,12450849,10,0.08
2024,Grand Est,45-49 ans,NON_RENSEIGNE,Data,5544051,3,0.05
2024,Occitanie,25-29 ans,NON_RENSEIGNE,Data,6201587,3,0.05
2023,Occitanie,30-34 ans,F,Data,6201587,4,0.06
2024,Pays de la Loire,30-34 ans,F,Data,3936719,4,0.10
2024,Provence-Alpes-Côte d'Azur,35-39 ans,M,Data,5241587,9,0.17
2022,Occitanie,25-29 ans,M,Data,6201587,10,0.16
2025,Provence-Alpes-Côte d'Azur,40-44 ans,F,Data,5241587,5,0.10
2025,Île-de-France,55-59 ans,M,Data,12450849,5,0.04
2023,Provence-Alpes-Côte d'Azur,45-49 ans,M,Data,5241587,2,0.04
2023,Grand Est,35-39 ans,NON_RENSEIGNE,Data,5544051,2,0.04
2025,Nouvelle-Aquitaine,40-44 ans,F,Data,6191209,4,0.06
2023,Normandie,35-39 ans,NON_RENSEIGNE,Data,3341312,4,0.12
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,M,Data,5241587,1,0.02
2022,Pays de la Loire,40-44 ans,F,Data,3936719,3,0.08
2025,Occitanie,30-34 ans,M,Data,6201587,7,0.11
2025,Nouvelle-Aquitaine,35-39 ans,F,Data,6191209,2,0.03
2023,Nouvelle-Aquitaine,40-44 ans,NON_RENSEIGNE,Data,6191209,3,0.05
2022,Grand Est,45-49 ans,NON_RENSEIGNE,Data,5544051,2,0.04
2022,Pays de la Loire,25-29 ans,F,Data,3936719,2,0.05
2023,Normandie,30-34 ans,M,Data,3341312,2,0.06
2025,Hauts-de-France,20-24 ans,M,Data,5973933,3,0.05
2025,Île-de-France,45-49 ans,NON_RENSEIGNE,Data,12450849,3,0.02
2022,Grand Est,40-44 ans,M,Data,5544051,8,0.14
2022,Bourgogne-Franche-Comté,30-34 ans,F,Data,2793080,1,0.04
2022,Provence-Alpes-Côte d'Azur,60 ans ou plus,NON_RENSEIGNE,Data,5241587,1,0.02
2023,Normandie,45-49 ans,M,Data,3341312,1,0.03
2024,Pays de la Loire,40-44 ans,F,Data,3936719,2,0.05
2024,Bretagne,45-49 ans,M,Data,3475895,1,0.03
2025,Nouvelle-Aquitaine,45-49 ans,NON_RENSEIGNE,Data,6191209,1,0.02
2025,Occitanie,20-24 ans,F,Data,6201587,1,0.02
2022,Bretagne,25-29 ans,M,Data,3475895,2,0.06
2023,Occitanie,55-59 ans,NON_RENSEIGNE,Data,6201587,1,0.02
2024,Grand Est,50-54 ans,F,Data,5544051,1,0.02
2022,Île-de-France,60 ans ou plus,F,Data,12450849,1,0.01
2022,Normandie,25-29 ans,M,Data,3341312,5,0.15
2022,Grand Est,30-34 ans,F,Data,5544051,4,0.07
2025,Hauts-de-France,30-34 ans,F,Data,5973933,2,0.03
2023,Pays de la Loire,25-29 ans,NON_RENSEIGNE,Data,3936719,3,0.08
2024,Nouvelle-Aquitaine,35-39 ans,M,Data,6191209,5,0.08
2022,Hauts-de-France,40-44 ans,F,Data,5973933,4,0.07
2023,Grand Est,55-59 ans,M,Data,5544051,1,0.02
2025,Auvergne-Rhône-Alpes,55-59 ans,M,Data,8260096,1,0.01
2025,Occitanie,45-49 ans,F,Data,6201587,3,0.05
2023,Hauts-de-France,25-29 ans,F,Data,5973933,4,0.07
2024,Occitanie,35-39 ans,M,Data,6201587,5,0.08
2024,DROM,40-44 ans,M,Data,2253657,1,0.04
2023,Bourgogne-Franche-Comté,30-34 ans,M,Data,2793080,2,0.07
2024,Île-de-France,50-54 ans,NON_RENSEIGNE,Data,12450849,3,0.02
2022,Bretagne,40-44 ans,M,Data,3475895,4,0.12
2025,Île-de-France,60 ans ou plus,M,Data,12450849,3,0.02
2024,Île-de-France,50-54 ans,F,Data,12450849,2,0.02
2022,Pays de la Loire,50-54 ans,NON_RENSEIGNE,Data,3936719,4,0.10
2023,Normandie,50-54 ans,NON_RENSEIGNE,Data,3341312,1,0.03
2025,Occitanie,30-34 ans,NON_RENSEIGNE,Data,6201587,1,0.02
2024,Nouvelle-Aquitaine,30-34 ans,F,Data,6191209,3,0.05
2024,Auvergne-Rhône-Alpes,30-34 ans,F,Data,8260096,1,0.01
2022,DROM,40-44 ans,M,Data,2253657,1,0.04
2022,Normandie,40-44 ans,NON_RENSEIGNE,Data,3341312,1,0.03
2023,Provence-Alpes-Côte d'Azur,35-39 ans,F,Data,5241587,1,0.02
2025,Hauts-de-France,45-49 ans,M,Data,5973933,4,0.07
2022,Occitanie,55-59 ans,F,Data,6201587,2,0.03
2023,Provence-Alpes-Côte d'Azur,35-39 ans,NON_RENSEIGNE,Data,5241587,2,0.04
2024,Pays de la Loire,25-29 ans,F,Data,3936719,1,0.03
2022,Occitanie,55-59 ans,M,Data,6201587,2,0.03
2022,Provence-Alpes-Côte d'Azur,50-54 ans,F,Data,5241587,1,0.02
2024,Centre-Val de Loire,50-54 ans,M,Data,2581479,1,0.04
2024,Hauts-de-France,25-29 ans,NON_RENSEIGNE,Data,5973933,1,0.02
2025,Pays de la Loire,20-24 ans,M,Data,3936719,1,0.03
2023,DROM,35-39 ans,M,Data,2253657,1,0.04
2023,Grand Est,25-29 ans,M,Data,5544051,6,0.11
2024,Auvergne-Rhône-Alpes,55-59 ans,NON_RENSEIGNE,Data,8260096,1,0.01
2023,Provence-Alpes-Côte d'Azur,60 ans ou plus,NON_RENSEIGNE,Data,5241587,1,0.02
2024,Auvergne-Rhône-Alpes,40-44 ans,NON_RENSEIGNE,Data,8260096,2,0.02
2023,Bourgogne-Franche-Comté,30-34 ans,NON_RENSEIGNE,Data,2793080,1,0.04
2024,Bretagne,35-39 ans,NON_RENSEIGNE,Data,3475895,1,0.03
2022,Normandie,45-49 ans,F,Data,3341312,1,0.03
2023,Bourgogne-Franche-Comté,45-49 ans,F,Data,2793080,1,0.04
2025,DROM,45-49 ans,F,Data,2253657,1,0.04
2022,Île-de-France,35-39 ans,NON_RENSEIGNE,Data,12450849,69,0.55
2022,Auvergne-Rhône-Alpes,30-34 ans,NON_RENSEIGNE,Data,8260096,23,0.28
2023,Bourgogne-Franche-Comté,45-49 ans,M,Data,2793080,1,0.04
2025,Île-de-France,35-39 ans,M,Data,12450849,38,0.31
2023,Nouvelle-Aquitaine,45-49 ans,F,Data,6191209,3,0.05
2025,Hauts-de-France,25-29 ans,M,Data,5973933,11,0.18
2022,Hauts-de-France,35-39 ans,F,Data,5973933,12,0.20
2025,Centre-Val de Loire,25-29 ans,F,Data,2581479,3,0.12
2022,Nouvelle-Aquitaine,35-39 ans,M,Data,6191209,11,0.18
2022,Pays de la Loire,30-34 ans,NON_RENSEIGNE,Data,3936719,7,0.18
2023,Occitanie,30-34 ans,NON_RENSEIGNE,Data,6201587,6,0.10
2023,Nouvelle-Aquitaine,45-49 ans,M,Data,6191209,4,0.06
2024,Hauts-de-France,35-39 ans,M,Data,5973933,7,0.12
2024,Grand Est,25-29 ans,F,Data,5544051,2,0.04
2025,Occitanie,30-34 ans,F,Data,6201587,4,0.06
2025,Bretagne,45-49 ans,F,Data,3475895,3,0.09
2023,Île-de-France,50-54 ans,NON_RENSEIGNE,Data,12450849,16,0.13
2024,Île-de-France,40-44 ans,F,Data,12450849,8,0.06
2023,Pays de la Loire,55-59 ans,M,Data,3936719,1,0.03
2022,Centre-Val de Loire,35-39 ans,NON_RENSEIGNE,Data,2581479,5,0.19
2022,Centre-Val de Loire,35-39 ans,M,Data,2581479,7,0.27
2022,Occitanie,45-49 ans,M,Data,6201587,3,0.05
2025,Hauts-de-France,35-39 ans,M,Data,5973933,10,0.17
2024,Bourgogne-Franche-Comté,30-34 ans,M,Data,2793080,4,0.14
2025,Centre-Val de Loire,60 ans ou plus,M,Data,2581479,2,0.08
2025,Grand Est,45-49 ans,M,Data,5544051,2,0.04
2022,Provence-Alpes-Côte d'Azur,30-34 ans,NON_RENSEIGNE,Data,5241587,11,0.21
2022,Occitanie,20-24 ans,M,Data,6201587,2,0.03
2022,Nouvelle-Aquitaine,55-59 ans,NON_RENSEIGNE,Data,6191209,1,0.02
2022,Occitanie,40-44 ans,NON_RENSEIGNE,Data,6201587,7,0.11
2024,Île-de-France,25-29 ans,F,Data,12450849,33,0.27
2025,Grand Est,35-39 ans,M,Data,5544051,10,0.18
2022,Grand Est,55-59 ans,NON_RENSEIGNE,Data,5544051,2,0.04
2023,Hauts-de-France,40-44 ans,F,Data,5973933,2,0.03
2024,Occitanie,40-44 ans,NON_RENSEIGNE,Data,6201587,1,0.02
2025,Provence-Alpes-Côte d'Azur,40-44 ans,M,Data,5241587,5,0.10
2024,Occitanie,30-34 ans,M,Data,6201587,11,0.18
2024,Normandie,35-39 ans,M,Data,3341312,2,0.06
2023,Bretagne,40-44 ans,NON_RENSEIGNE,Data,3475895,4,0.12
2023,Normandie,30-34 ans,NON_RENSEIGNE,Data,3341312,3,0.09
2022,Bretagne,30-34 ans,M,Data,3475895,5,0.14
2023,Normandie,50-54 ans,F,Data,3341312,1,0.03
2022,Pays de la Loire,25-29 ans,M,Data,3936719,4,0.10
2024,Occitanie,30-34 ans,F,Data,6201587,6,0.10
2022,Grand Est,45-49 ans,M,Data,5544051,2,0.04
2023,Normandie,50-54 ans,M,Data,3341312,2,0.06
2025,Hauts-de-France,30-34 ans,NON_RENSEIGNE,Data,5973933,3,0.05
2023,Auvergne-Rhône-Alpes,25-29 ans,NON_RENSEIGNE,Data,8260096,6,0.07
2023,Pays de la Loire,25-29 ans,M,Data,3936719,3,0.08
2024,Pays de la Loire,25-29 ans,NON_RENSEIGNE,Data,3936719,3,0.08
2025,Pays de la Loire,30-34 ans,M,Data,3936719,4,0.10
2023,Auvergne-Rhône-Alpes,35-39 ans,F,Data,8260096,4,0.05
2024,Nouvelle-Aquitaine,35-39 ans,NON_RENSEIGNE,Data,6191209,2,0.03
2022,Pays de la Loire,25-29 ans,NON_RENSEIGNE,Data,3936719,4,0.10
2024,Normandie,50-54 ans,F,Data,3341312,1,0.03
2023,Bretagne,55-59 ans,M,Data,3475895,1,0.03
2022,DROM,45-49 ans,F,Data,2253657,1,0.04
2023,Auvergne-Rhône-Alpes,45-49 ans,NON_RENSEIGNE,Data,8260096,2,0.02
2023,Auvergne-Rhône-Alpes,55-59 ans,NON_RENSEIGNE,Data,8260096,1,0.01
2025,Bretagne,60 ans ou plus,NON_RENSEIGNE,Data,3475895,1,0.03
2025,Bourgogne-Franche-Comté,45-49 ans,M,Data,2793080,1,0.04
2024,Bourgogne-Franche-Comté,40-44 ans,M,Data,2793080,1,0.04
2025,Occitanie,40-44 ans,F,Data,6201587,2,0.03
2022,Bourgogne-Franche-Comté,35-39 ans,NON_RENSEIGNE,Data,2793080,3,0.11
2023,Grand Est,20-24 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2022,Hauts-de-France,55-59 ans,M,Data,5973933,1,0.02
2024,Normandie,30-34 ans,M,Data,3341312,3,0.09
2025,Grand Est,50-54 ans,NON_RENSEIGNE,Data,5544051,2,0.04
2025,Centre-Val de Loire,30-34 ans,F,Data,2581479,3,0.12
2025,DROM,30-34 ans,F,Data,2253657,1,0.04
2025,Auvergne-Rhône-Alpes,40-44 ans,F,Data,8260096,2,0.02
2024,Centre-Val de Loire,55-59 ans,M,Data,2581479,1,0.04
2024,Provence-Alpes-Côte d'Azur,30-34 ans,NON_RENSEIGNE,Data,5241587,1,0.02
2025,Centre-Val de Loire,30-34 ans,M,Data,2581479,2,0.08
2025,Nouvelle-Aquitaine,55-59 ans,M,Data,6191209,3,0.05
2023,Hauts-de-France,30-34 ans,NON_RENSEIGNE,Data,5973933,5,0.08
2022,Centre-Val de Loire,45-49 ans,M,Data,2581479,1,0.04
2023,Bourgogne-Franche-Comté,35-39 ans,M,Data,2793080,2,0.07
2024,Nouvelle-Aquitaine,20-24 ans,M,Data,6191209,3,0.05
2024,Centre-Val de Loire,40-44 ans,F,Data,2581479,1,0.04
2022,Pays de la Loire,55-59 ans,F,Data,3936719,2,0.05
2023,Pays de la Loire,55-59 ans,F,Data,3936719,1,0.03
2024,Auvergne-Rhône-Alpes,50-54 ans,M,Data,8260096,2,0.02
2024,Île-de-France,25-29 ans,NON_RENSEIGNE,Data,12450849,2,0.02
2025,Normandie,25-29 ans,M,Data,3341312,2,0.06
2024,Grand Est,35-39 ans,F,Data,5544051,1,0.02
2024,Occitanie,35-39 ans,NON_RENSEIGNE,Data,6201587,1,0.02
2022,Bretagne,35-39 ans,NON_RENSEIGNE,Data,3475895,3,0.09
2022,Auvergne-Rhône-Alpes,60 ans ou plus,F,Data,8260096,1,0.01
2024,Provence-Alpes-Côte d'Azur,35-39 ans,F,Data,5241587,1,0.02
2025,Normandie,35-39 ans,NON_RENSEIGNE,Data,3341312,1,0.03
2025,Occitanie,40-44 ans,M,Data,6201587,2,0.03
2024,Provence-Alpes-Côte d'Azur,55-59 ans,F,Data,5241587,1,0.02
2024,Normandie,30-34 ans,F,Data,3341312,1,0.03
2024,Nouvelle-Aquitaine,55-59 ans,M,Data,6191209,1,0.02
2025,Grand Est,50-54 ans,F,Data,5544051,1,0.02
2022,Bretagne,25-29 ans,F,Data,3475895,1,0.03
2023,Grand Est,50-54 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2025,Occitanie,45-49 ans,M,Data,6201587,5,0.08
2025,Provence-Alpes-Côte d'Azur,45-49 ans,F,Data,5241587,2,0.04
2025,Grand Est,30-34 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2024,Centre-Val de Loire,20-24 ans,M,Data,2581479,2,0.08
2023,Normandie,40-44 ans,NON_RENSEIGNE,Data,3341312,1,0.03
2023,Occitanie,50-54 ans,F,Data,6201587,1,0.02
2024,Centre-Val de Loire,30-34 ans,NON_RENSEIGNE,Data,2581479,1,0.04
2022,Bretagne,35-39 ans,F,Data,3475895,1,0.03
2023,DROM,45-49 ans,F,Data,2253657,1,0.04
2022,Normandie,30-34 ans,M,Data,3341312,6,0.18
2025,Nouvelle-Aquitaine,25-29 ans,M,Data,6191209,6,0.10
2024,Île-de-France,50-54 ans,M,Data,12450849,10,0.08
2024,Occitanie,20-24 ans,M,Data,6201587,3,0.05
2023,Île-de-France,20-24 ans,M,Data,12450849,5,0.04
2025,Île-de-France,25-29 ans,M,Data,12450849,51,0.41
2025,Nouvelle-Aquitaine,20-24 ans,M,Data,6191209,6,0.10
2025,Centre-Val de Loire,45-49 ans,F,Data,2581479,2,0.08
2023,Hauts-de-France,35-39 ans,M,Data,5973933,5,0.08
2023,Grand Est,35-39 ans,M,Data,5544051,3,0.05
2022,Île-de-France,35-39 ans,F,Data,12450849,31,0.25
2022,Île-de-France,50-54 ans,NON_RENSEIGNE,Data,12450849,24,0.19
2022,Île-de-France,20-24 ans,NON_RENSEIGNE,Data,12450849,4,0.03
2022,Grand Est,40-44 ans,F,Data,5544051,2,0.04
2023,Provence-Alpes-Côte d'Azur,40-44 ans,M,Data,5241587,2,0.04
2022,Provence-Alpes-Côte d'Azur,35-39 ans,M,Data,5241587,8,0.15
2022,Hauts-de-France,30-34 ans,M,Data,5973933,17,0.28
2025,Nouvelle-Aquitaine,40-44 ans,M,Data,6191209,1,0.02
2024,Provence-Alpes-Côte d'Azur,55-59 ans,M,Data,5241587,2,0.04
2022,Occitanie,35-39 ans,F,Data,6201587,3,0.05
2023,Provence-Alpes-Côte d'Azur,25-29 ans,NON_RENSEIGNE,Data,5241587,5,0.10
2023,Bretagne,50-54 ans,NON_RENSEIGNE,Data,3475895,2,0.06
2022,Hauts-de-France,55-59 ans,NON_RENSEIGNE,Data,5973933,2,0.03
2022,Bretagne,45-49 ans,M,Data,3475895,4,0.12
2022,Pays de la Loire,45-49 ans,NON_RENSEIGNE,Data,3936719,3,0.08
2023,Centre-Val de Loire,55-59 ans,M,Data,2581479,1,0.04
2022,Île-de-France,60 ans ou plus,NON_RENSEIGNE,Data,12450849,11,0.09
2025,Occitanie,25-29 ans,M,Data,6201587,12,0.19
2023,Île-de-France,40-44 ans,F,Data,12450849,20,0.16
2022,Île-de-France,20-24 ans,F,Data,12450849,5,0.04
2023,Nouvelle-Aquitaine,30-34 ans,NON_RENSEIGNE,Data,6191209,7,0.11
2023,Occitanie,25-29 ans,NON_RENSEIGNE,Data,6201587,8,0.13
2022,Grand Est,35-39 ans,F,Data,5544051,3,0.05
2025,Île-de-France,40-44 ans,M,Data,12450849,14,0.11
2025,Nouvelle-Aquitaine,45-49 ans,M,Data,6191209,3,0.05
2022,Auvergne-Rhône-Alpes,40-44 ans,NON_RENSEIGNE,Data,8260096,14,0.17
2025,Occitanie,55-59 ans,M,Data,6201587,4,0.06
2025,Île-de-France,25-29 ans,NON_RENSEIGNE,Data,12450849,8,0.06
2025,Hauts-de-France,25-29 ans,F,Data,5973933,2,0.03
2023,Occitanie,20-24 ans,M,Data,6201587,1,0.02
2025,Grand Est,55-59 ans,M,Data,5544051,1,0.02
2023,Nouvelle-Aquitaine,50-54 ans,F,Data,6191209,2,0.03
2024,Hauts-de-France,50-54 ans,NON_RENSEIGNE,Data,5973933,1,0.02
2022,DROM,30-34 ans,NON_RENSEIGNE,Data,2253657,1,0.04
2024,Provence-Alpes-Côte d'Azur,50-54 ans,M,Data,5241587,3,0.06
2022,Centre-Val de Loire,20-24 ans,M,Data,2581479,2,0.08
2024,Grand Est,55-59 ans,M,Data,5544051,1,0.02
2024,Provence-Alpes-Côte d'Azur,25-29 ans,M,Data,5241587,3,0.06
2022,Occitanie,60 ans ou plus,NON_RENSEIGNE,Data,6201587,2,0.03
2023,DROM,20-24 ans,NON_RENSEIGNE,Data,2253657,1,0.04
2022,Pays de la Loire,40-44 ans,NON_RENSEIGNE,Data,3936719,5,0.13
2024,Grand Est,30-34 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2022,Bourgogne-Franche-Comté,25-29 ans,F,Data,2793080,2,0.07
2022,Occitanie,45-49 ans,F,Data,6201587,1,0.02
2023,Hauts-de-France,35-39 ans,NON_RENSEIGNE,Data,5973933,6,0.10
2022,Nouvelle-Aquitaine,30-34 ans,NON_RENSEIGNE,Data,6191209,8,0.13
2022,Auvergne-Rhône-Alpes,50-54 ans,F,Data,8260096,2,0.02
2022,Nouvelle-Aquitaine,40-44 ans,F,Data,6191209,7,0.11
2025,DROM,35-39 ans,NON_RENSEIGNE,Data,2253657,1,0.04
2022,Nouvelle-Aquitaine,45-49 ans,F,Data,6191209,4,0.06
2025,Île-de-France,30-34 ans,NON_RENSEIGNE,Data,12450849,7,0.06
2024,Grand Est,50-54 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2022,Auvergne-Rhône-Alpes,55-59 ans,F,Data,8260096,1,0.01
2023,Occitanie,35-39 ans,M,Data,6201587,2,0.03
2024,Île-de-France,45-49 ans,NON_RENSEIGNE,Data,12450849,1,0.01
2022,Normandie,55-59 ans,F,Data,3341312,1,0.03
2024,Provence-Alpes-Côte d'Azur,25-29 ans,NON_RENSEIGNE,Data,5241587,1,0.02
2023,Occitanie,25-29 ans,M,Data,6201587,3,0.05
2025,Nouvelle-Aquitaine,50-54 ans,F,Data,6191209,2,0.03
2022,Normandie,45-49 ans,M,Data,3341312,1,0.03
2023,Pays de la Loire,30-34 ans,M,Data,3936719,8,0.20
2024,Pays de la Loire,35-39 ans,M,Data,3936719,1,0.03
2023,Centre-Val de Loire,30-34 ans,F,Data,2581479,2,0.08
2023,Provence-Alpes-Côte d'Azur,40-44 ans,NON_RENSEIGNE,Data,5241587,3,0.06
2024,Pays de la Loire,55-59 ans,F,Data,3936719,1,0.03
2024,Hauts-de-France,55-59 ans,M,Data,5973933,3,0.05
2023,Pays de la Loire,30-34 ans,NON_RENSEIGNE,Data,3936719,3,0.08
2022,Hauts-de-France,25-29 ans,NON_RENSEIGNE,Data,5973933,8,0.13
2023,Auvergne-Rhône-Alpes,30-34 ans,F,Data,8260096,6,0.07
2023,Hauts-de-France,50-54 ans,NON_RENSEIGNE,Data,5973933,3,0.05
2023,Provence-Alpes-Côte d'Azur,35-39 ans,M,Data,5241587,5,0.10
2024,Pays de la Loire,20-24 ans,M,Data,3936719,1,0.03
2022,Bretagne,35-39 ans,M,Data,3475895,3,0.09
2025,Bourgogne-Franche-Comté,35-39 ans,F,Data,2793080,2,0.07
2023,Bretagne,45-49 ans,M,Data,3475895,1,0.03
2025,Occitanie,35-39 ans,F,Data,6201587,3,0.05
2025,Pays de la Loire,35-39 ans,F,Data,3936719,1,0.03
2024,Grand Est,20-24 ans,M,Data,5544051,4,0.07
2024,Centre-Val de Loire,40-44 ans,M,Data,2581479,3,0.12
2022,Nouvelle-Aquitaine,35-39 ans,NON_RENSEIGNE,Data,6191209,5,0.08
2024,Auvergne-Rhône-Alpes,35-39 ans,F,Data,8260096,2,0.02
2022,Centre-Val de Loire,25-29 ans,NON_RENSEIGNE,Data,2581479,2,0.08
2022,Hauts-de-France,45-49 ans,M,Data,5973933,4,0.07
2023,Centre-Val de Loire,35-39 ans,M,Data,2581479,1,0.04
2023,Centre-Val de Loire,50-54 ans,M,Data,2581479,1,0.04
2024,Normandie,40-44 ans,M,Data,3341312,2,0.06
2023,Hauts-de-France,35-39 ans,F,Data,5973933,3,0.05
2022,Île-de-France,20-24 ans,M,Data,12450849,1,0.01
2023,Île-de-France,20-24 ans,NON_RENSEIGNE,Data,12450849,1,0.01
2024,Bretagne,55-59 ans,M,Data,3475895,1,0.03
2022,Occitanie,25-29 ans,F,Data,6201587,1,0.02
2025,Grand Est,55-59 ans,F,Data,5544051,1,0.02
2022,Bretagne,60 ans ou plus,NON_RENSEIGNE,Data,3475895,1,0.03
2022,Auvergne-Rhône-Alpes,60 ans ou plus,M,Data,8260096,2,0.02
2024,Bretagne,25-29 ans,F,Data,3475895,2,0.06
2022,Pays de la Loire,55-59 ans,M,Data,3936719,1,0.03
2023,Normandie,30-34 ans,F,Data,3341312,2,0.06
2024,Bretagne,35-39 ans,F,Data,3475895,1,0.03
2024,Occitanie,30-34 ans,NON_RENSEIGNE,Data,6201587,1,0.02
2022,Hauts-de-France,35-39 ans,M,Data,5973933,5,0.08
2024,Provence-Alpes-Côte d'Azur,40-44 ans,M,Data,5241587,2,0.04
2024,Occitanie,55-59 ans,M,Data,6201587,1,0.02
2022,Bretagne,60 ans ou plus,M,Data,3475895,1,0.03
2025,Normandie,45-49 ans,NON_RENSEIGNE,Data,3341312,1,0.03
2022,Hauts-de-France,25-29 ans,M,Data,5973933,2,0.03
2022,Hauts-de-France,25-29 ans,F,Data,5973933,1,0.02
2024,Île-de-France,35-39 ans,M,Data,12450849,35,0.28
2022,Occitanie,30-34 ans,NON_RENSEIGNE,Data,6201587,17,0.27
2022,Île-de-France,55-59 ans,M,Data,12450849,15,0.12
2023,Provence-Alpes-Côte d'Azur,30-34 ans,M,Data,5241587,12,0.23
2024,Provence-Alpes-Côte d'Azur,40-44 ans,F,Data,5241587,2,0.04
2022,Île-de-France,35-39 ans,M,Data,12450849,55,0.44
2025,Île-de-France,50-54 ans,M,Data,12450849,10,0.08
2025,Grand Est,35-39 ans,F,Data,5544051,4,0.07
2023,Auvergne-Rhône-Alpes,30-34 ans,NON_RENSEIGNE,Data,8260096,8,0.10
2025,Île-de-France,30-34 ans,F,Data,12450849,33,0.27
2023,Auvergne-Rhône-Alpes,20-24 ans,M,Data,8260096,2,0.02
2022,Nouvelle-Aquitaine,55-59 ans,F,Data,6191209,1,0.02
2023,Auvergne-Rhône-Alpes,40-44 ans,M,Data,8260096,7,0.08
2022,Nouvelle-Aquitaine,50-54 ans,NON_RENSEIGNE,Data,6191209,5,0.08
2023,Centre-Val de Loire,25-29 ans,NON_RENSEIGNE,Data,2581479,2,0.08
2024,Bretagne,40-44 ans,M,Data,3475895,4,0.12
2022,Provence-Alpes-Côte d'Azur,30-34 ans,M,Data,5241587,17,0.32
2023,Hauts-de-France,25-29 ans,NON_RENSEIGNE,Data,5973933,2,0.03
2023,Île-de-France,35-39 ans,F,Data,12450849,30,0.24
2022,Provence-Alpes-Côte d'Azur,40-44 ans,M,Data,5241587,6,0.11
2025,Hauts-de-France,30-34 ans,M,Data,5973933,12,0.20
2022,Bourgogne-Franche-Comté,30-34 ans,NON_RENSEIGNE,Data,2793080,4,0.14
2025,Centre-Val de Loire,45-49 ans,M,Data,2581479,2,0.08
2025,Provence-Alpes-Côte d'Azur,35-39 ans,NON_RENSEIGNE,Data,5241587,2,0.04
2025,Île-de-France,40-44 ans,F,Data,12450849,17,0.14
2025,Normandie,35-39 ans,M,Data,3341312,2,0.06
2024,Hauts-de-France,30-34 ans,F,Data,5973933,2,0.03
2024,Auvergne-Rhône-Alpes,25-29 ans,M,Data,8260096,21,0.25
2025,Pays de la Loire,40-44 ans,M,Data,3936719,3,0.08
2022,Provence-Alpes-Côte d'Azur,25-29 ans,M,Data,5241587,4,0.08
2022,Grand Est,30-34 ans,M,Data,5544051,10,0.18
2024,Bretagne,20-24 ans,F,Data,3475895,1,0.03
2025,Grand Est,20-24 ans,M,Data,5544051,3,0.05
