YEAR_PATH_STARTED,REGION,AGE_GROUP,GENDER,PATH_CATEGORY_NAME,POPULATION,STUDENT_COUNT,STUDENTS_PER_100K_INHABITANTS
2023,Grand Est,40-44 ans,M,Data,5544051,4,0.07
2024,DROM,45-49 ans,M,Data,2253657,2,0.09
2023,Bretagne,40-44 ans,M,Data,3475895,1,0.03
2024,Occitanie,25-29 ans,F,Data,6201587,2,0.03
2025,Pays de la Loire,25-29 ans,M,Data,3936719,3,0.08
2023,Nouvelle-Aquitaine,50-54 ans,NON_RENSEIGNE,Data,6191209,3,0.05
2025,Centre-Val de Loire,40-44 ans,M,Data,2581479,3,0.12
2025,Bourgogne-Franche-Comté,30-34 ans,M,Data,2793080,4,0.14
2022,Bretagne,30-34 ans,F,Data,3475895,4,0.12
2024,Pays de la Loire,45-49 ans,M,Data,3936719,1,0.03
2025,Centre-Val de Loire,50-54 ans,F,Data,2581479,1,0.04
2022,Nouvelle-Aquitaine,30-34 ans,F,Data,6191209,1,0.02
2022,Auvergne-Rhône-Alpes,55-59 ans,NON_RENSEIGNE,Data,8260096,1,0.01
2022,DROM,50-54 ans,M,Data,2253657,2,0.09
2025,Grand Est,20-24 ans,NON_RENSEIGNE,Data,5544051,1,0.02
2023,Provence-Alpes-Côte d'Azur,20-24 ans,M,Data,5241587,2,0.04
2022,Pays de la Loire,35-39 ans,F,Data,3936719,1,0.03
2025,Nouvelle-Aquitaine,35-39 ans,NON_RENSEIGNE,Data,6191209,1,0.02
2022,Bourgogne-Franche-Comté,35-39 ans,F,Data,2793080,1,0.04
2022,Normandie,35-39 ans,F,Data,3341312,1,0.03
2025,Provence-Alpes-Côte d'Azur,25-29 ans,NON_RENSEIGNE,Data,5241587,1,0.02
2023,DROM,40-44 ans,F,Data,2253657,1,0.04
2025,DROM,40-44 ans,F,Data,2253657,1,0.04
2025,Île-de-France,40-44 ans,NON_RENSEIGNE,Data,12450849,1,0.01
2023,Nouvelle-Aquitaine,35-39 ans,F,Data,6191209,1,0.02
2023,Occitanie,55-59 ans,F,Data,6201587,1,0.02
